Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Bangladesh,BGD,2016,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,931393867.987116
Bangladesh,BGD,2015,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2579621008.7762
Bangladesh,BGD,2014,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,755790761.66014
Bangladesh,BGD,2013,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2058473420.43086
Bangladesh,BGD,2012,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2575500680.61049
Bangladesh,BGD,2011,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-161842538.678824
Bangladesh,BGD,2010,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2108502536.74166
Bangladesh,BGD,2009,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,3556126394.04663
Bangladesh,BGD,2008,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,926185438.562718
Bangladesh,BGD,2007,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,856792635.005174
Bangladesh,BGD,2006,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1196063083.00571
Bangladesh,BGD,2005,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-173741535.952961
Bangladesh,BGD,2004,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-278679383.745514
Bangladesh,BGD,2003,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,131637632.009357
Bangladesh,BGD,2002,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,739250272.000126
Bangladesh,BGD,2001,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-535424727.721444
Bangladesh,BGD,2000,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-305831650.647999
Bangladesh,BGD,1999,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-364355314.194404
Bangladesh,BGD,1998,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-35165989.3452837
Bangladesh,BGD,1997,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-286312953.221846
Bangladesh,BGD,1996,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-991418974.998469
Bangladesh,BGD,1995,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-823880196.636125
Bangladesh,BGD,1994,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,199568821.474148
Bangladesh,BGD,1993,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,359263637.714099
Bangladesh,BGD,1992,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,180790960.390377
Bangladesh,BGD,1991,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,64593233.3294281
Bangladesh,BGD,1990,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-397909576.598945
Bangladesh,BGD,1989,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1099566160.5206
Bangladesh,BGD,1988,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-272836596.925602
Bangladesh,BGD,1987,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-237116009.329417
Bangladesh,BGD,1986,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-625181389.192179
Bangladesh,BGD,1985,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-455173414.815745
Bangladesh,BGD,1984,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-477650344.929692
Bangladesh,BGD,1983,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-45800312.896152
Bangladesh,BGD,1982,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-500670224.195334
Bangladesh,BGD,1981,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1016620063.36091
Bangladesh,BGD,1980,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-702138190.804775
Bangladesh,BGD,1979,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-415947091.675333
Bangladesh,BGD,1978,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-383906631.1343
Bangladesh,BGD,1977,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-280958219.540509
Bangladesh,BGD,1976,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-276313647.413358
Bangladesh,BGD,2023,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1447544413
Bangladesh,BGD,2022,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1269833715
Bangladesh,BGD,2021,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1613578675
Bangladesh,BGD,2020,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1590986481
Bangladesh,BGD,2019,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1526892387
Bangladesh,BGD,2018,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1335020256
Bangladesh,BGD,2017,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1143478687
Bangladesh,BGD,2016,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,946641631
Bangladesh,BGD,2015,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,980134905
Bangladesh,BGD,2014,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1122868683
Bangladesh,BGD,2013,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1348303149
Bangladesh,BGD,2012,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1103715284
Bangladesh,BGD,2011,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1121502918
Bangladesh,BGD,2010,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1069870000
Bangladesh,BGD,2009,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,908575300
Bangladesh,BGD,2008,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1740738963
Bangladesh,BGD,2007,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,937682546
Bangladesh,BGD,2006,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,821375833
Bangladesh,BGD,2005,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,640297500
Bangladesh,BGD,2004,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,823935692
Bangladesh,BGD,2003,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,479495692
Bangladesh,BGD,2002,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,537161992
Bangladesh,BGD,2001,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,600875300
Bangladesh,BGD,2000,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,594920300
Bangladesh,BGD,1999,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,675148333
Bangladesh,BGD,1998,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,655380000
Bangladesh,BGD,1997,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,579900000
Bangladesh,BGD,1996,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,595650000
Bangladesh,BGD,1995,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,689670000
Bangladesh,BGD,1994,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,755560000
Bangladesh,BGD,1993,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,642880000
Bangladesh,BGD,1992,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,800800000
Bangladesh,BGD,1991,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1149330000
Bangladesh,BGD,1990,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,763720000
Bangladesh,BGD,1989,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,769530000
Bangladesh,BGD,1988,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,649570000
Bangladesh,BGD,1987,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,714260000
Bangladesh,BGD,1986,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,555820000
Bangladesh,BGD,1985,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,471880000
Bangladesh,BGD,1984,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,594560000
Bangladesh,BGD,1983,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,506610000
Bangladesh,BGD,1982,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,756710000
Bangladesh,BGD,1981,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,543000000
Bangladesh,BGD,1980,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1000120000
Bangladesh,BGD,1979,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,495230000
Bangladesh,BGD,1978,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,537050000
Bangladesh,BGD,1977,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,432750000
Bangladesh,BGD,1976,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,171220000
Bangladesh,BGD,1975,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,316540000
Bangladesh,BGD,1974,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,285180000
Bangladesh,BGD,1973,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,254460000
Bangladesh,BGD,1972,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,199730000
Bangladesh,BGD,1971,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,15360000
Bangladesh,BGD,2023,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,230420538
Bangladesh,BGD,2022,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,310168809
Bangladesh,BGD,2021,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,240221031
Bangladesh,BGD,2020,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,196403661
Bangladesh,BGD,2019,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,217374105
Bangladesh,BGD,2018,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,197218288
Bangladesh,BGD,2017,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,210113487
Bangladesh,BGD,2016,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,189257498
Bangladesh,BGD,2015,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,179112919
Bangladesh,BGD,2014,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,214082848
Bangladesh,BGD,2013,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,202636204
Bangladesh,BGD,2012,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,200305534
Bangladesh,BGD,2011,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,216061660
Bangladesh,BGD,2010,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,187890000
Bangladesh,BGD,2009,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,196448921
Bangladesh,BGD,2008,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,234789429
Bangladesh,BGD,2007,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,155947265
Bangladesh,BGD,2006,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,164530000
Bangladesh,BGD,2005,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,186320000
Bangladesh,BGD,2004,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,207590000
Bangladesh,BGD,2003,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,246070000
Bangladesh,BGD,2002,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,210850000
Bangladesh,BGD,2001,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,207240000
Bangladesh,BGD,2000,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,208860000
Bangladesh,BGD,1999,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,169470000
Bangladesh,BGD,1998,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,203450000
Bangladesh,BGD,1997,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,233030000
Bangladesh,BGD,1996,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,268900000
Bangladesh,BGD,1995,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,281860000
Bangladesh,BGD,1994,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,284690000
Bangladesh,BGD,1993,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,287870000
Bangladesh,BGD,1992,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,306790000
Bangladesh,BGD,1991,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,252810000
Bangladesh,BGD,1990,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,231240000
Bangladesh,BGD,1989,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,206440000
Bangladesh,BGD,1988,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,198180000
Bangladesh,BGD,1987,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,163390000
Bangladesh,BGD,1986,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,156350000
Bangladesh,BGD,1985,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,166000000
Bangladesh,BGD,1984,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,155050000
Bangladesh,BGD,1983,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,174120000
Bangladesh,BGD,1982,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,130430000
Bangladesh,BGD,1981,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,141750000
Bangladesh,BGD,1980,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,155150000
Bangladesh,BGD,1979,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,145290000
Bangladesh,BGD,1978,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,96400000
Bangladesh,BGD,1977,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,44790000
Bangladesh,BGD,1976,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,30440000
Bangladesh,BGD,1975,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,43010000
Bangladesh,BGD,1974,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,28550000
Bangladesh,BGD,1973,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,11400000
Bangladesh,BGD,1972,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,10520000
Bangladesh,BGD,2024,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,52973748637.6686
Bangladesh,BGD,2023,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,48526106443.2034
Bangladesh,BGD,2022,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,57222467029.7853
Bangladesh,BGD,2021,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,49625878882.3326
Bangladesh,BGD,2020,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,38693585662.5985
Bangladesh,BGD,2019,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,45143332661.7344
Bangladesh,BGD,2018,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,44518232859.6161
Bangladesh,BGD,2017,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,39281430149.3669
Bangladesh,BGD,2016,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,37756801960.699
Bangladesh,BGD,2015,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,35107953649.4787
Bangladesh,BGD,2014,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,33138217973.1849
Bangladesh,BGD,2013,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,31767533486.4156
Bangladesh,BGD,2012,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,27768035486.5528
Bangladesh,BGD,2011,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,27147928001.3127
Bangladesh,BGD,2010,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,21764077876.4401
Bangladesh,BGD,2009,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,17082688770.8272
Bangladesh,BGD,2008,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,17687393265.7426
Bangladesh,BGD,2007,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,14334394905.476
Bangladesh,BGD,2006,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,13064944732.013
Bangladesh,BGD,2005,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,10668033942.2202
Bangladesh,BGD,2004,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,9219984982.1651
Bangladesh,BGD,2003,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,7984802607.16541
Bangladesh,BGD,2002,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6941782608.39971
Bangladesh,BGD,2001,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6913563236.58278
Bangladesh,BGD,2000,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,7292611567.70184
Bangladesh,BGD,1999,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6330290046.4015
Bangladesh,BGD,1998,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5956824418.79564
Bangladesh,BGD,1997,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5613818705.67122
Bangladesh,BGD,1996,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,4743506599.82131
Bangladesh,BGD,1995,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,4701572921.84713
Bangladesh,BGD,1994,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3674705067.31616
Bangladesh,BGD,1993,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3174232178.35729
Bangladesh,BGD,1992,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2681277318.50375
Bangladesh,BGD,1991,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2189663684.16161
Bangladesh,BGD,1990,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2128166694.48456
Bangladesh,BGD,1989,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1727889680.81809
Bangladesh,BGD,1988,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1623516532.30954
Bangladesh,BGD,1987,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1372242422.50265
Bangladesh,BGD,1986,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1126729575.3453
